Code;Nom;S3REnR;TXA;INFO_TX;INFO_ESS3R;INFO_NA;INFO_CR;INFO_TRF;INFO_QP;INFO_FAS3R;RTE_CDR;RTE_TVX;RTE_ESS3R;RTE_FAS3R;GRD1_FAS3R;GRD1_CDR;GRD1_ESS3R;GRD1_PTRE;GRD1_TRE;GRD1_TVX;GRD2_FAS3R;GRD2_FACRS3R;GRD2_CDR;GRD2_ESS3R;GRD2_PTRE;GRD2_TRE;GRD2_TVX;GRD2_CTR;GRDHTB_TVX;GRDHTB_ESS3R;GRDHTB_FAS3R;GRDHTB_CDR
Code;Nom;S3REnR;"Taux d'affectation des capacités réservées";"Taux de remplissage de la capacité réservée";"Puissance des projets en service du S3REnR en cours";"Capacité d'accueil réservée au titre du S3REnR qui reste à affecter";"Capacité réservée aux EnR au titre du S3REnR";"Attention: la valeur de la capacité réservée a été modifiée sur ce poste";"Quote-Part unitaire actualisée ";"Puissance des projets en file d’attente du S3REnR en cours";"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de transport ";"Travaux RTE indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPT";"Puissance des projets entrés en FA sur le RPT dans le cadre du S3REnR en vigueur";"Puissance des projets entrés en FA sur le RPD du GRD1 dans le cadre du S3REnR en vigueur";"Capacité d’accueil réservée au titre du S3REnR, restante sans travaux sur le poste source";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPD du GRD1";"Puissance cumulée des transformateurs existants";"Nombre de transformateurs existants";"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Puissance des projets entrés en FA sur le RPD du GRD2 dans le cadre du S3REnR en vigueur";"Dont la convention de raccordement est signée";"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPD du GRD2";"Puissance cumulée des transformateurs existants";"Nombre de transformateurs existants";"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution";"Travaux indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPD du GRDHTB";"Puissance des projets entrés en FA sur le RPD du GRDHTB dans le cadre du S3REnR en vigueur";"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de distribution en HTB"
922AA;OUEST-COTES-D’ARMOR;BRETAGNE;0%;0;0;240;240;;82.22;0;0;"Création poste OUEST COTES DARMOR 225/20 kV";0;0;0;0;0;;;;;;;;;;;;;;;
929AA;EST-FINISTERE;BRETAGNE;0%;;0;0;0;;82.22;0;0;"Création poste EST FINISTERE 225/63 kV";0;0;;0;;;;;;;;;;;;;;;;
936AA;"INDRE SUD";"CENTRE-VAL DE LOIRE";0%;;0;0;;;70.49;56.8;0;;;;56.8;0;0;;;;;;;;;;;;;;;
956AA;NORD-EST-MORBIHAN;BRETAGNE;0%;0;0;307;307;;82.22;0;0;"Création poste NORD EST MORBIHAN 225/20kV";0;0;0;0;0;;;;;;;;;;;;;;;
956AB;NORD-OUEST-MORBIHAN;BRETAGNE;0%;0;0;80;80;;82.22;0;0;"Création poste NORD OUEST MORBIHAN 225/63/20kV";0;0;0;0;0;;;;;;;;;;;;;;;
962AB;"FRUGES 3";HAUTS-DE-FRANCE;0%;0;0;70;70;;77.62;0;0;;;;0;0;0;;;;;;;;;;;;;;;
982AA;"CAUSSES DU QUERCY";OCCITANIE;0%;;0;0;;;84.13;0;0;;;;0;0;0;;;;;;;;;;;;;;;
A.ADO;AIRE-SUR-ADOUR;NOUVELLE-AQUITAINE;0%;100;8.9;0;11.7;;92.73;4.8;0;;0;0;4.8;0;8.9;40;2;;;0;;;;0;;;;;;
A.BAI;AIX-LES-BAINS;AUVERGNE-RHôNE-ALPES;0%;85;5.3;1.5;9.9;"Trsf - 10MW le 28/11/23";41.55;3.1;1.5;"Sans Objet";0;0;3.1;1.5;5.3;72;2;;;0;;;;0;0;;0;;;
A.COM;AVESNES-LE-COMTE;HAUTS-DE-FRANCE;0%;8;1.2;41.8;45.3;NON;77.62;2.3;41.8;Oui;0;0;2.3;41.8;1.2;160;4;;;;;;;;;;;;;
A.DOU;ARNAC-SUR-DOURDOU;OCCITANIE;0%;86;0;14;100;;84.13;86;0;;0;0;86;14;0;160;4;;;0;;;;0;;;;;;
A.DUC;ARNAY-LE-DUC;BOURGOGNE-FRANCHE-COMTé;0%;53;3.7;8.7;18.6;-22.4;75;6.2;0;"Raccordement d’un transformateur 63/20 kV";0;0;6.2;8.7;3.7;36;1;;;;;;;;;;;;;
A.DUR;ASSE-DURANCE;"PROVENCE-ALPES-CôTE D’AZUR";0%;0;0;160;160;_;78.47;0;0;"Raccordement du poste source";0;0;0;0;0;;;;;;;;;;;;;;;
A.HUE;"ALPE-D HUEZ";AUVERGNE-RHôNE-ALPES;0%;49;0.1;2.2;4.3;"Trsf de +3 MW le 07/11/25";42.40;2;0;"Création d'un poste 400/63kV en Romanche et augmentation de la capacité de transit de la liaison 63kV EYBENS - PEAGE DE VIZILLE";0;0;2;2.2;0.1;40;2;;;;;;;;;;;;;
A.LIG;"ACHILLE LIGNON";AUVERGNE-RHôNE-ALPES;0%;8;0.3;3.3;3.6;--;42.40;0;3.3;"Sans Objet";0;0;0;3.3;0.3;72;2;;;;;;;;;;;;;
A.MER;ARGELES-SUR-MER;OCCITANIE;0%;83;15.1;3.5;21;;84.13;2.4;3.5;"Renforcement transformation de Baixas";0;0;2.4;3.5;15.1;72;2;;;;;;;;;;;;;
A.MOR;AIGUES-MORTES;OCCITANIE;0%;53;2.2;2.8;6;;84.13;1;2.8;;0;0;1;2.8;2.2;72;2;;;;;;;;;;;;;
A.MOU;"AIX MOURET";"PROVENCE-ALPES-CôTE D’AZUR";0%;2;1.1;70.6;72;_;78.47;0.3;70.6;;0;0;0.3;70.6;1.1;70;1;;;;;;;;;;;;;
A.OTH;AIX;"GRAND EST";0%;100;7.2;0;8.2;5.6;86.11;16.2;0;.;0;0;16.2;0;7.2;36;1;;;;;;;;;;;;;
A.PLE;ARGENTRE-DU-PLESSIS;BRETAGNE;0%;94;0.7;0.3;5;"16/12/25 +1 MW depuis GOURIN";82.22;4;0.3;;0;0;4;0.3;0.7;40;2;;;;;;;;;;;;;
A.THE;AX-LES-THERMES;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;;0;;;;;;;;;;;;;;;;
A.VOU;ANCHE-VOULON;NOUVELLE-AQUITAINE;0%;;0;0;;;92.73;0;0;;;;;0;;;;;;;;;;;;;;;;
ABBA5;ABBAYE;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
ABBAY;ABBAYE;AUVERGNE-RHôNE-ALPES;0%;0;0;3;3;--;42.40;0;3;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
ABBEN;ABBENANS;BOURGOGNE-FRANCHE-COMTé;0%;100;9.5;0;46.3;-15.7;75;41.9;0;"Reconstruction du réseau à 63 000 Volts dans le secteur de Voujeaucourt et Isle-sur-le-Doubs. Raccordement d’un transformateur 63/20 kV.";0;0;41.9;0;9.5;56;2;;;;;;;;;;;;;
ABBEV;ABBEVILLE;HAUTS-DE-FRANCE;0%;100;1.9;0;6.8;NON;77.62;6;0;Non;0;0;6;0;1.9;72;2;;;;;;;;;;;;;
ABERS;"LES ABERS";BRETAGNE;0%;5;0.4;13.3;14;;82.22;0.3;7.93;;0;0;0.3;13.3;0.4;20;1;;;;;;;;;;;;;
ABOND;ABONDANCE;AUVERGNE-RHôNE-ALPES;0%;3;0.2;7.1;7.3;--;42.40;0;7;"Sans Objet";0;0;0;7.1;0.2;40;2;;;;;;;;;;;;;
ACHIE;ACHIET;HAUTS-DE-FRANCE;0%;86;5.2;1.6;11.7;NON;77.62;4.9;1.6;Non;0;0;4.9;1.6;5.2;108;3;;;;;;;;;;;;;
ADOUR;"AIRE SUR ADOUR 2";NOUVELLE-AQUITAINE;0%;51;0;65.9;134.5;"18/09/2025 : -5,2 MW vers STE-FOY | 18/09/2025 : -2,8 MW vers BERGERAC | 19/09/2025 : -0,5 MW vers POMEROL";92.73;68.6;0;;0;0;68.6;0;0;;;;;;;;;;;;;;;
ADRIE;ADRIERS;NOUVELLE-AQUITAINE;0%;100;0;0;472;"20/11/2023 : +400 MW depuis  | 26/04/2024 : +70 MW depuis EST VIENNE | 28/08/2025 : +2 MW depuis EST VIENNE";92.73;522.5;0;;0;440;82.5;0;0;0;;;;;;;;;;;;;;
AGNEA;AGNEAUX;NORMANDIE;0%;100;4.4;0;6;OUI;12.30;5;0;;0;0;5;0;4.4;148;5;;;;;;;;;;;;;
AGUES;AGUESSAC;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;;0;;;;;;;;;;;;;;;;
AICIR;AICIRITS;NOUVELLE-AQUITAINE;0%;100;13.4;0;12.9;"05/02/2024 : +4,4 MW depuis AUTERRIVE";92.73;8.6;0;;0;0;8.6;0;13.4;40;2;;;;;;;;;;;;;
AIGRE;AIGRE;NOUVELLE-AQUITAINE;0%;100;7.7;0;48.7;"31/05/2022 : -2 MW vers LONGCHAMPS | 31/05/2022 : -2 MW vers CONFOLENS | 24/05/2023 : -4 MW vers MANSLE | 31/01/2024 : +18 MW depuis ROUILLAC";92.73;48.3;0;;0;0;48.3;0;7.7;72;2;;;;;;;;;;;;;
AIGU5;AIGUEBELLE;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
AIGU6;AIGUEPERSE;AUVERGNE-RHôNE-ALPES;0%;72;7.2;6.1;21.7;"Trsf -10 MW le 11/07/24, Trsf de +3 MW le 30/09/24, Trsf de +5 MW le 19/12/24, Trsf de -4 MW et Trsf de mutation d'un TR le 30/12/25";42.40;8.4;0;"Ajout d'un DJ HTB au poste d'Aigueperse";0;0;8.4;6.1;7.2;40;2;;;;;;;;;;;;;
AIGUE;AIGUEBELLE;AUVERGNE-RHôNE-ALPES;0%;47;0.8;3.1;5.9;"Trsf de +1 MW le 30/12/25, Trsf de +3 MW le 19/03/26";42.40;2;0;"Création d'un automate d'effacement de la production";0;0;2;3.1;0.8;44;2;;;;;;;;;;;;;
AIGUR;AIGURANDE;"CENTRE-VAL DE LOIRE";0%;91;3.4;1.5;17.5;;70.49;12.6;1;;0;0;12.6;1.5;3.4;20;1;;;;;;;;;;;;;
AILLA;AILLAS;NOUVELLE-AQUITAINE;0%;100;14.898;0;20.4;"15/10/2024 : +4 MW depuis HAUTE LANDE | 16/12/2024 : +4,4 MW depuis REOLE";92.73;28.24;0;;0;0;12.61;0;7.448;20;1.0;"Pas de travaux en cour";15.63;0;0;7.45;20;1;;0;;;;
AILLE;AILLEVILLE;"GRAND EST";0%;100;51.8;0;59;42;86.11;8.1;0;.;0;0;8.1;0;51.8;72;2;;;;;;;;;;;;;
"AIME ";AIME;AUVERGNE-RHôNE-ALPES;0%;30;0.8;1.9;2.7;--;42.40;0;1.9;"Augmentation de la capacité de transit de la liaison 225kV Passy Pressy";0;0;0;1.9;0.8;56;2;;;;;;;;;;;;;
AIRAI;AIRAINES;HAUTS-DE-FRANCE;0%;79;1.6;0.9;4.3;NON;77.62;1.8;0.9;Non;0;0;1.8;0.9;1.6;92;3;;;;;;;;;;;;;
"AIRE ";AIRE;HAUTS-DE-FRANCE;0%;100;4.1;0;7.5;7.5;77.62;8.6;0;Non;0;0;8.6;0;4.1;108;3;;;;;;;;;;;;;
AIRV2;AIRVAULT;NOUVELLE-AQUITAINE;0%;100;42.2;0;1.0;"Transfert -0,5 MW 12/10/22, transfert -1 MW 20/01/23";92.73;0;0;!;;;0;0;42.2;;1.0;AUCUN;;;;;;;;;;;;
AIRVA;AIRVAULT;NOUVELLE-AQUITAINE;0%;63;2.7;5.7;15.5;"02/02/2024 : +7 MW depuis PAYS DU LOUDUNAIS | 30/06/2024 : +4 MW depuis AIRVAUDAIS ET VAL DU THOUET";92.73;7.1;5.7;;0;0;;0;;;0;;7.1;;0;2.7;72;2.0;;0;;;;
AIVDT;"AIRVAUDAIS ET VAL DU THOUET";NOUVELLE-AQUITAINE;0%;88;0;10.5;88;"06/02/2025 : +20 MW depuis VIENNE ET GARTEMPE";92.73;77.5;0;;0;40;37.5;0;0;;;;;;;;;;;;;;;
"AIX  ";AIX;"PROVENCE-ALPES-CôTE D’AZUR";0%;15;1.5;8.5;10;_;78.47;0;8.5;;0;0;0;8.5;1.5;108;3;;;;;;;;;;;;;
ALBE5;ALBERT;HAUTS-DE-FRANCE;0%;55;2.5;27.2;61.1;61.1;77.62;31.4;27.2;Non;0;0;31.4;27.2;2.5;72;2;;;;;;;;;;;;;
ALBER;ALBERTVILLE;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
ALBIO;ALBION;"PROVENCE-ALPES-CôTE D’AZUR";0%;4;0;76.4;80;_;78.47;3.6;0;"Raccordement du Poste Source";0;0;3.6;0;0;;;;;;;;;;;;;;;
ALENC;ALENCON;NORMANDIE;0%;100;3.5;0;3.3;OUI;12.30;3.6;0;;0;0;3.6;0;3.5;116;4;;;0;;;;0;;;;;;
ALERI;ALERIE;NORMANDIE;0%;100;1.9;0;2.4;OUI;12.30;3.6;0;;0;0;3.6;0;1.9;72;2;;;;;;;;;;;;;
ALESI;ALESIA;ÎLE-DE-FRANCE;0%;100;0.1;0;0.111;OUI;1.88;0.1;0;;0;0;0.1;0;0.1;444;9;;;0;;;;0;;;;;;
ALGER;ALGER;"GRAND EST";0%;100;2.01;0;7;6;86.11;8.25;0;.;0;0;4.5;1.8;0.7;50;2.0;;;;;;;;;;;1.31;3.75;4.94
ALLAI;ALLAIRE;BRETAGNE;0%;6;1.1;40.4;43;;82.22;1.5;8.37;"Renforcement liaison ALLAIRE-PORTE 63kV, QUESTEMBERT – ST GRAVES 63kV, BEZON – MALESTROIT 63kV";0;0;1.5;20.9;1.1;20;1;;;;;;;;;;;;;
ALLEM;ALLEMENT;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
ALLEU;ALLEUX;HAUTS-DE-FRANCE;0%;100;1.6;0;4.6;NON;77.62;3.9;0;Non;0;0;3.9;0;1.6;102;3;;;;;;;;;;;;;
ALLIE;ALLIERES;AUVERGNE-RHôNE-ALPES;0%;42;2.3;5.6;9.6;--;42.40;1.7;5.6;"Sans Objet";0;0;1.7;5.6;2.3;20;2;;;;;;;;;;;;;
ALLIN;ALLINGES;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
"ALMA ";ALMA;ÎLE-DE-FRANCE;0%;0;0;0.031;0.031;OUI;1.88;0;0;;0;0;0;0.031;0;404;9;;;;;;;;;;;;;
ALOUE;ALOUETTES(LES);ÎLE-DE-FRANCE;0%;100;0.5;0;0.321;OUI;1.88;0;0;;0;0;0;0;0.5;320;8;;;;;;;;;;;;;
ALSAC;ALSACE;ÎLE-DE-FRANCE;0%;0;0;0;0;OUI;1.88;0;0;;0;0;0;0;0;210;3;;;;;;;;;;;;;
ALTEN;ALTENSTADT;"GRAND EST";0%;100;2.7;0;5.2;3.2;86.11;2.5;0;.;0;0;2.5;0;2.7;72;2.0;;;;;;;;;;;;;
ALTKI;ALTKIRCH;"GRAND EST";0%;100;5.4;0;10.3;-3.7;86.11;8.2;0;.;0;0;8.2;0;5.4;72;2;;;;;;;;;;;;;
ALTOR;ALTORF;"GRAND EST";0%;78;2.2;0.9;4.1;-19.9;86.11;1;0.9;.;0;0;1;0.9;2.2;72;2.0;;;;;;;;;;;;;0.9
AMANV;AMANVILLERS;"GRAND EST";0%;60;0.7;0.6;1.5;-1;86.11;0.2;0.6;.;0;0;0.2;0.6;0.7;40;2;;;;;;;;;;;;;
AMARG;AMARGUE;HAUTS-DE-FRANCE;0%;100;1.9;0;5.2;NON;77.62;3.8;0;Non;0;0;3.8;0;1.9;120;3;;;;;;;;;;;;;
AMARI;AMARIN;"GRAND EST";0%;92;0.6;0.1;1.2;-1.3;86.11;0.5;0.1;.;0;0;0.5;0.1;0.6;40;2;;;;;;;;;;;;;
AMBE5;AMBERT;AUVERGNE-RHôNE-ALPES;0%;91;6.8;1.3;15;"Tsft +3MW le 18/03/24. Trsf de +4 MW le 19/12/24, Trsf de +3 MW le 04/09/25";42.40;6.9;1.3;"Sans Objet";0;0;6.9;1.3;6.8;40;2;;;;;;;;;;;;;
AMBER;AMBERIEU;AUVERGNE-RHôNE-ALPES;0%;58;5.6;6.6;15.9;"Trsf - 1MW le 28/11/23";42.40;3.7;6.6;"Sans Objet";0;0;3.7;6.6;5.6;72;2;;;;;;;;;;;;;
AMBON;AMBON;BRETAGNE;0%;15;0.8;27.1;32;;82.22;4.1;17.7;"Renforcement liaison AMBON-THEIX 63kV";0;0;4.1;27.1;0.8;56;2;;;;;;;;;;;;;
AMELE;"AMELECOURT (CHATEAU-SALINS)";"GRAND EST";0%;25;4.8;22.4;29.7;-6.3;86.11;2.5;0;"Schéma GE: raccordement d'un transformateur 63/20 kV - 36 MVA";0;0;2.5;22.4;4.8;108;3;;;;;;;;;;;;;
AMELO;"AMELOT (AEROPORT PARIS NORD)";ÎLE-DE-FRANCE;0%;100;0.4;0;0.97;OUI;1.88;1;0;;0;0;1;0;0.4;108;3;;;;;;;;;;;;;
AMIEN;AMIENS;HAUTS-DE-FRANCE;0%;86;1.2;0.5;3.7;NON;77.62;2;0.5;Non;0;0;2;0.5;1.2;160;4;;;;;;;;;;;;;
AMILL;AMILLY;"CENTRE-VAL DE LOIRE";0%;100;3.6;0;46.5;;70.49;43.6;0;;0;0;43.6;0;3.6;72;2;;;;;;;;;;;;;
AMNEV;AMNEVILLE;"GRAND EST";0%;28;0;44;61;-19;86.11;17;0;.;0;0;17;18;;35;1.0;;;;;;;;;;;;;
AMPE5;AMPERE;AUVERGNE-RHôNE-ALPES;0%;38;3.8;8.9;14.3;"Tsft -1MW le 18/03/24,-1 MW le 22/05/24";42.40;1.6;8.9;"Sans Objet";0;0;1.6;8.9;3.8;72;2;;;;;;;;;;;;;
AMPER;AMPERE;ÎLE-DE-FRANCE;0%;100;0.6;0;0.434;OUI;1.88;0.1;0;;0;0;0.1;0;0.6;290;5;;;;;;;;;;;;;
AMPLE;AMPLEPUIS;AUVERGNE-RHôNE-ALPES;0%;35;3.5;12.7;19.4;"Tsft -8 MW le 18/03/24, -2 MW le 22/05/24, Trsf de -10 MW le 19/12/24";42.40;3.2;6;"Sans Objet";0;0;3.2;12.7;3.5;40;2;;;;;;;;;;;;;
AMPUI;AMPUIS;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
ANCEL;ANCELPONT;OCCITANIE;0%;100;2.8;0;9;;84.13;10.1;0;;0;0;10.1;0;2.8;20;1;;;;;;;;;;;;;
ANCEN;ANCENIS;"PAYS DE LA LOIRE";0%;37;7.1;30.9;49;;46.49;11;30.9;;0;0;11;30.9;7.1;108;3;;;;;;;;;;;;;
ANCIZ;"LES ANCIZES";AUVERGNE-RHôNE-ALPES;0%;68;10.8;12.3;38.8;"Trsf de -16 MW le 30/09/24 associé à un Trsf de travaux";42.40;15.7;0;"Création du poste 225/63 kV des ANCIZES";4.2;0;15.7;16.5;6.6;40;2;;;;;;;;;;;;;
ANDE5;"LES ANDELYS";NORMANDIE;0%;100;3.6;0;3.8;OUI;17.81;0.7;0;;0;0;0.7;0;3.6;72;2;;;;;;;;;;;;;
ANDUZ;ANDUZE;OCCITANIE;0%;100;5.1;0;9;;84.13;6.8;0;;0;0;6.8;0;5.1;56;2;;;;;;;;;;;;;
ANGEL;ANGELIQUE;"CENTRE-VAL DE LOIRE";0%;100;1.2;0;9.5;;70.49;8.9;0;;0;0;8.9;0;1.2;40;2;;;;;;;;;;;;;
ANGER;ANGERS;"PAYS DE LA LOIRE";0%;3;0.4;29.2;30;;46.49;0.4;29.2;;0;0;0.4;29.2;0.4;108;3;;;;;;;;;;;;;
ANGRE;ANGRESSE;NOUVELLE-AQUITAINE;0%;100;11.5;0;11.2;"15/10/2024 : +2 MW depuis SOUSTONS | 25/11/2024 : +2 MW depuis SOUSTONS";92.73;6;0;;0;0;6;0;11.5;108;3;;;;;;;;;;;;;
"ANNA ";"ANNA ";"GRAND EST";0%;100;2;0;3.9;-6.1;86.11;2.7;0;.;0;0;2.7;0;2;;;;;;;;;;;;;;;
ANNAY;ANNAY;BOURGOGNE-FRANCHE-COMTé;0%;100;4.6;0;6.4;0.4;75;2;0;0;0;0;2;0;4.6;99;2;;;;;;;;;;;;;
ANNEM;ANNEMASSE;AUVERGNE-RHôNE-ALPES;0%;48;2.9;5.7;10.9;"Transfert de -3MW le 29/08/23";42.40;2.3;5.7;"Sans Objet";0;0;2.3;5.7;2.9;108;3;;;;;;;;;;;;;
ANNEY;ANNEYRON;AUVERGNE-RHôNE-ALPES;0%;86;10.5;3.4;25.1;"Trsf +4MW le 22/05/24, Trsf de +3 MW le 14/04/25, Trsf de +10 MW le 30/12/25";42.40;11.2;3.4;"Augmentation de la capacité de transit de la liaison 63kV GIVORS BAN - AMPUIS - REVENTIN";0;0;11.2;3.4;10.5;36;1;;;;;;;;;;;;;
ANOUL;ANOULD;"GRAND EST";0%;100;2;0;1.9;-0.6;86.11;0.5;0;.;0;0;0.5;0;2;40;2;;;;;;;;;;;;;
ANSER;ANSEREUILLES(LES);HAUTS-DE-FRANCE;0%;15;2;19.2;22.5;NON;77.62;1.3;19.2;Oui;0;0;1.3;19.2;2;80;2;;;;;;;;;;;;;
ANSTA;ANSTAING;HAUTS-DE-FRANCE;0%;100;2.5;0;3.9;NON;77.62;2;0;Non;0;0;2;0;2.5;108;3;;;;;;;;;;;;;
ANTIB;ANTIBES;"PROVENCE-ALPES-CôTE D’AZUR";0%;11;1.6;17.9;20;_;78.47;0.5;17.9;;0;0;0.5;17.9;1.6;210;3;;;;;;;;;;;;;
ANTIF;ANTIFER;NORMANDIE;0%;100;0.7;0;1.2;OUI;17.81;0.5;0;;0;0;0.5;0;0.7;30;2;;;;;;;;;;;;;
AOSTE;AOSTE;AUVERGNE-RHôNE-ALPES;0%;100;13.1;0.1;29.6;"Trsfrt -3.8 MW le 11/07/24. Trsf de +3 MW le 22/05/25, Trsf de +3 MW le 04/09/25, Trsf de +5 MW le 07/11/25";42.40;16.4;0.1;"Sans Objet";0;0;16.4;0.1;13.1;108;3;;;;;;;;;;;;;
"APT  ";APT;"PROVENCE-ALPES-CôTE D’AZUR";0%;12;4.8;59.2;67;_;78.47;3;31;;0;0;3;59.2;4.8;72;2;;;;;;;;;;;;;
AQUED;"AQUEDUCS (LES)";ÎLE-DE-FRANCE;0%;;0;0;0;NON;1.88;0;0;;0;0;;0;;;;;;;;;;;;;;;;
ARACH;ARACHES;AUVERGNE-RHôNE-ALPES;0%;15;0.1;3.3;3.9;--;42.40;0.5;3;"Augmentation de la capacité de transit de la liaison 225kV Passy Pressy";0;0;0.5;3.3;0.1;56;2;;;;;;;;;;;;;
ARBOI;ARBOIS;BOURGOGNE-FRANCHE-COMTé;0%;100;3.1;0;4.5;-15.5;75;12.6;0;0;0;0;12.6;0;3.1;40;2;;;;;;;;;;;;;
ARBRE;"L ARBRESLE";AUVERGNE-RHôNE-ALPES;0%;81;7.5;2.4;12.5;--;42.40;2.6;2.4;"Sans Objet";0;0;2.6;2.4;7.5;72;2;;;;;;;;;;;;;
ARC18;"ARC 1800";AUVERGNE-RHôNE-ALPES;0%;2;0.1;9;9.2;--;42.40;0.1;3;"Augmentation de la capacité de transit de la liaison 225kV Passy Pressy";0;0;0.1;9;0.1;72;2;;;;;;;;;;;;;
ARCAC;ARCACHON;NOUVELLE-AQUITAINE;0%;33;0.4;0.8;1.2;;92.73;0;0.8;;0;0;0;0.8;0.4;72;2;;;;;;;;;;;;;
ARCHI;ARCHINGEAY;NOUVELLE-AQUITAINE;0%;100;3.1;0;3;"27/01/2025 : -4 MW vers BOISSEUIL | 27/03/2025 : -2 MW vers NICERIE (LA)";92.73;7.2;0;;0;0;7.2;0;3.1;72;2;;;;;;;;;;;;;
ARCIS;ARCIS-SUR-AUBE;"GRAND EST";0%;100;16.8;0;23.5;22.5;86.11;7.5;0;.;0;0;7.5;0;16.8;108;3;;;;;;;;;;;;;
ARCOM;ARCOMIE;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;;0;;;;;;;;;;;;;;;;
ARDO5;"ARDOINES (SNCF)";ÎLE-DE-FRANCE;0%;;0;0;0;NON;1.88;0;0;;0;0;;0;;;;;;;;;;;;;;;;
ARDOI;ARDOISE;OCCITANIE;0%;17;3.2;24;29;;84.13;1.8;0;"Ardoise - Marcoule 1 et 2";0;0;1.8;24;3.2;80;3;;;;;;;;;;;;;
ARENC;ARENC;"PROVENCE-ALPES-CôTE D’AZUR";0%;19;2;15.3;19;"Transfert vers La Martiniere -16MW / Transfert vers Olivette de 6MW";78.47;1.7;15.3;;0;0;1.7;15.3;2;220;4;;;;;;;;;;;;;
ARGE5;ARGENTAT;NOUVELLE-AQUITAINE;0%;79;7.5;3.6;17.2;"28/06/2024 : -2 MW vers BECHE";92.73;6.1;3.6;;0;0;6.1;3.6;7.5;60;3;;;;;;;;;;;;;
ARGE6;ARGENTEUIL;ÎLE-DE-FRANCE;0%;100;1;0;1.3;OUI;1.88;1.2;0;;0;0;1.2;0;1;392;10;;;;;;;;;;;;;
ARGE8;ARGENTAN;NORMANDIE;0%;100;8.8;0;9;OUI;12.30;4.9;0;;0;0;4.9;0;8.8;72;2;;;;;;;;;;;;;
ARGEN;"L ARGENTIERE";"PROVENCE-ALPES-CôTE D’AZUR";0%;9;0.5;11.8;13;_;78.47;0.7;11.8;"travaux poste de Champagnier";0;0;0.7;11.8;0.5;72;2;;;;;;;;;;;;;
ARGIA;"ARGIA (BAYONNE SUD)";NOUVELLE-AQUITAINE;0%;100;2;0;1.7;;92.73;1.2;0;;0;0;1.2;0;2;20;1;;;;;;;;;;;;;
ARGIE;ARGIESANS;BOURGOGNE-FRANCHE-COMTé;0%;100;1.8;0;1;-14;75;1.3;0;0;0;0;1.3;0;1.8;56;2;;;;;;;;;;;;;
ARGOE;ARGOEUVES;HAUTS-DE-FRANCE;0%;89;0.8;1.7;15.7;15.7;77.62;13.2;1.7;Non;0;0;13.2;1.7;0.8;106;3;;;;;;;;;;;;;
ARGON;ARGONAY;AUVERGNE-RHôNE-ALPES;0%;0;0;4.5;4.5;--;42.40;0;4.5;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
ARLAN;"L ARLANDE";AUVERGNE-RHôNE-ALPES;0%;84;5.8;2.3;14.7;"Trsf de -4 MW le 30/09/24";42.40;6.6;2.3;"Sans Objet";0;0;6.6;2.3;5.8;72;2;;;;;;;;;;;;;
ARLE5;"ARLES (SNCF)";"PROVENCE-ALPES-CôTE D’AZUR";0%;;0;0;0;_;78.47;0;0;;0;0;;0;;;;;;;;;;;;;;;;
ARLES;ARLES;"PROVENCE-ALPES-CôTE D’AZUR";0%;67;3.2;5;15;"Transfert vers Olivette 4MW";78.47;6.8;5;;0;0;6.8;5;3.2;108;3;;;;;;;;;;;;;
