Code;Nom;S3REnR;TXA;INFO_TX;INFO_ESS3R;INFO_NA;INFO_CR;INFO_TRF;INFO_QP;INFO_FAS3R;RTE_CDR;RTE_TVX;RTE_ESS3R;RTE_FAS3R;GRD1_FAS3R;GRD1_CDR;GRD1_ESS3R;GRD1_PTRE;GRD1_TRE;GRD1_TVX;GRD2_FAS3R;GRD2_FACRS3R;GRD2_CDR;GRD2_ESS3R;GRD2_PTRE;GRD2_TRE;GRD2_TVX;GRD2_CTR;GRDHTB_TVX;GRDHTB_ESS3R;GRDHTB_FAS3R;GRDHTB_CDR
Code;Nom;S3REnR;"Taux d'affectation des capacités réservées";"Taux de remplissage de la capacité réservée";"Puissance des projets en service du S3REnR en cours";"Capacité d'accueil réservée au titre du S3REnR qui reste à affecter";"Capacité réservée aux EnR au titre du S3REnR";"Attention: la valeur de la capacité réservée a été modifiée sur ce poste";"Quote-Part unitaire actualisée ";"Puissance des projets en file d’attente du S3REnR en cours";"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de transport ";"Travaux RTE indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPT";"Puissance des projets entrés en FA sur le RPT dans le cadre du S3REnR en vigueur";"Puissance des projets entrés en FA sur le RPD du GRD1 dans le cadre du S3REnR en vigueur";"Capacité d’accueil réservée au titre du S3REnR, restante sans travaux sur le poste source";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPD du GRD1";"Puissance cumulée des transformateurs existants";"Nombre de transformateurs existants";"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Puissance des projets entrés en FA sur le RPD du GRD2 dans le cadre du S3REnR en vigueur";"Dont la convention de raccordement est signée";"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPD du GRD2";"Puissance cumulée des transformateurs existants";"Nombre de transformateurs existants";"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution";"Travaux indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPD du GRDHTB";"Puissance des projets entrés en FA sur le RPD du GRDHTB dans le cadre du S3REnR en vigueur";"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de distribution en HTB"
SCHIR;SCHIRMECK;"GRAND EST";0%;88;0.2;0.2;1.7;0.9;86.11;1.3;0.2;.;0;0;1.3;0.2;0.2;40;2.0;;;;;;;;;;;;;0.2
SECAR;SECARY;NOUVELLE-AQUITAINE;0%;100;5.1;0;4.5;;92.73;1.7;0;;0;0;1.7;0;5.1;72;2;;;;;;;;;;;;;
"SEES ";SEES;NORMANDIE;0%;87;7.8;1.8;13.9;OUI;12.30;4.3;1.8;;0;0;4.3;1.8;7.8;40;2;;;;;;;;;;;;;
SEGON;"LES SEGONNAUX";"PROVENCE-ALPES-CôTE D’AZUR";0%;;0;0;0;_;78.47;0;0;;0;0;;0;;;;;;;;;;;;;;;;
SEGRE;SEGRE;"PAYS DE LA LOIRE";0%;30;8;42.8;61;"Dernier(s) transfert(s) : 2024-12-13 : -13 MW vers FREIGNE";46.49;10.2;32;;0;0;10.2;42.8;8;72;2;;;;;;;;;;;;;
SEIGY;SEIGY;"CENTRE-VAL DE LOIRE";0%;68;3.4;2.7;8.5;;70.49;2.4;1;;0;0;2.4;2.7;3.4;36;1;;;;;;;;;;;;;
SEINE;SEINE;ÎLE-DE-FRANCE;0%;;0;0;0;NON;1.88;0;0;;0;0;;0;;;;;;;;;;;;;;;;
"SEIX ";SEIX;OCCITANIE;0%;13;0.2;2.6;3;;84.13;0.2;2.6;;0;0;0.2;2.6;0.2;20;2;;;;;;;;;;;;;
SELES;SELESTAT;"GRAND EST";0%;100;6.3;0;7.8;5.3;86.11;3.9;0;.;0;0;3.9;0;6.3;108;3;;;;;;;;;;;;;
SELO5;"LE SELONNET";"PROVENCE-ALPES-CôTE D’AZUR";0%;29;1;7.1;10;_;78.47;1.9;0;"travaux poste de Champagnier";0;0;1.9;7.1;1;30;2;;;;;;;;;;;;;
SELON;SELONCOURT;BOURGOGNE-FRANCHE-COMTé;0%;100;0.9;0;0.5;-20.5;75;0.2;0;0;0;0;0.2;0;0.9;72;2;;;;;;;;;;;;;
SEMBL;SEMBLANCAY;"CENTRE-VAL DE LOIRE";0%;69;3.5;20.6;66.5;;70.49;42.4;0;;0;0;42.4;20.6;3.5;66;2;;;;;;;;;;;;;
SEMEZ;SEMEZIES;OCCITANIE;0%;80;1.9;1.6;8;;84.13;4.5;1.6;"En attente poste de COMMINGES";0;0;4.5;1.6;1.9;20;1;;;;;;;;;;;;;
SEMIN;SEMINAIRE;AUVERGNE-RHôNE-ALPES;0%;100;7.1;0;30.8;"Trsf - 10MW le 28/11/23, Trsfrt -10 MW le 11/07/24, Trsf de +6 MW le 04/09/25, Trsf de -3 MW le 07/11/25, Trsf de création d'un TR de 36 MVA le 30/12/25, Trsf de création d'un TR de 36 MVA le 19/03/26";42.40;43.9;0;"Création du poste 400/225/63kV de Centre Allier";0;0;43.9;0;7.1;66;2;;;;;;;;;;;;;
SENAR;SENART;ÎLE-DE-FRANCE;0%;100;2.3;0;2.782;OUI;1.88;0.7;0;;0;0;0.7;0;2.3;140;2;;;;;;;;;;;;;
SENLI;SENLIS;HAUTS-DE-FRANCE;0%;98;0.2;1.5;66.9;66.9;77.62;65.2;1.5;Oui;0;0;65.2;1.5;0.2;72;2;;;;;;;;;;;;;
SENON;SENONCHES;"CENTRE-VAL DE LOIRE";0%;100;1.3;0;3.5;;70.49;2.7;0;;0;0;2.7;0;1.3;20;1;;;;;;;;;;;;;
"SENS ";SENS;BOURGOGNE-FRANCHE-COMTé;0%;100;1.6;0;4.5;85.9;75;3.5;0;0;0;0;3.5;0;1.6;92;3;;;;;;;;;;;;;
SEPTE;SEPTEMES;"PROVENCE-ALPES-CôTE D’AZUR";0%;0;0;21;21;_;78.47;0;21;;0;0;0;21;0;40;2;;;;;;;;;;;;;
SEQUE;SEQUEDIN;HAUTS-DE-FRANCE;0%;10;1;21.7;24;NON;77.62;1.3;21.7;Non;0;0;1.3;21.7;1;310;9;;;;;;;;;;;;;
SEREI;SEREIN;BOURGOGNE-FRANCHE-COMTé;0%;100;0;0;205.9;25.8;75;205.92;0;"Mise en place d'une inductance de répartition des flux sur l'axe Serein - Vigne 225 kV";0;205.92;;0;;;;;;;;;;;;;;;;
SERMA;SERMAISES;"CENTRE-VAL DE LOIRE";0%;-232;12;0;0;;70.49;4.6;0;;0;0;4.6;0;12;72;2.0;;;;;;;;;;;;;
SERQU;SERQUIGNY;NORMANDIE;0%;94;24.5;1.8;29.6;OUI;17.81;3.3;1.8;;0;0;3.3;1.8;24.5;92;3;;;;;;;;;;;;;
SERRI;SERRIERES;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
SERV5;SERVES;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
SERV6;SERVON;BRETAGNE;0%;32;0.9;5.4;8;;82.22;1.7;5.4;;0;0;1.7;5.4;0.9;72;2;;;;;;;;;;;;;
SERVA;SERVAS;AUVERGNE-RHôNE-ALPES;0%;76;3.2;1.8;7.6;"Trsfrt +2 MW le 11/07/24, Trsf de +3 MW le 19/12/24";42.40;2.6;1.8;"Sans Objet";0;0;2.6;1.8;3.2;20;1;;;;;;;;;;;;;
"SETE ";SETE;OCCITANIE;0%;50;1.2;15.6;31;;84.13;14.2;15.6;;0;0;14.2;15.6;1.2;108;3;;;;;;;;;;;;;
SETI3;"SETIER 3";HAUTS-DE-FRANCE;0%;41;0;115.7;195.3;195.3;77.62;79.6;115.7;Oui;0;0;79.6;0;0;;;;;;;;;;;;;;;
SETIE;SETIER;HAUTS-DE-FRANCE;0%;0;0;3.4;3.4;3.4;77.62;0;3;Non;0;0;;0;;;;;;;;;;;;;;;;
SEU.E;"SEUIL EST";"GRAND EST";0%;55;0;17;38;-122.1;86.11;21;0;"Schéma GE: raccordement d'un poste source 225/20 kV - 160 MVA";0;0;21;17;;80;;;;;;;;;;;;;;
SEU.O;"SEUIL OUEST";"GRAND EST";0%;68;0;9.5;29.5;-130.5;86.11;20;0;"Schéma GE: raccordement d'un poste source 225/20 kV - 160 MVA";0;0;20;9.5;;80;;;;;;;;;;;;;;
SEVE5;SEVERAC;"PAYS DE LA LOIRE";0%;15;2;37.6;44;;46.49;4.4;37.6;;0;0;4.4;37.5;2;40;2;;;;;;;;;;;;;
SEVER;SEVERAC;OCCITANIE;0%;96;5.6;0.9;24;;84.13;17.5;0;"Réhabilitation des lignes AGUESSAC – SEVERAC";0;0;17.5;0.9;5.6;56;2;;;;;;;;;;;;;
SEVIG;SEVIGNAC;BRETAGNE;0%;4;0.7;68;71;;82.22;2.3;6.89;;0;0;2.3;40.2;0.7;40;2;;;;;;;;;;;;;
SEVRE;SEVRES;ÎLE-DE-FRANCE;0%;0;0;0;0;OUI;1.88;0;0;;0;0;0;0;0;140;2;;;;;;;;;;;;;
SEYNE;"LA SEYNE";"PROVENCE-ALPES-CôTE D’AZUR";0%;12;1.2;8.8;10;_;78.47;0;8.8;;0;0;0;8.8;1.2;72;2;;;;;;;;;;;;;
SEYS5;SEYSSES;OCCITANIE;0%;95;6.9;1.1;21;;84.13;13;0;"En attente poste de COMMINGES";0;0;13;1.1;6.9;56;2;;;;;;;;;;;;;
SEZAN;SEZANNE;"GRAND EST";0%;100;4.8;0;8.5;-1.5;86.11;3.8;0;.;0;0;3.8;0;4.8;72;2;;;;;;;;;;;;;
SIAGN;"LA SIAGNE";"PROVENCE-ALPES-CôTE D’AZUR";0%;25;1.9;11.3;15;_;78.47;1.8;0;;0;0;1.8;11.3;1.9;56;2;;;;;;;;;;;;;
SIBEL;SIBELIN;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
SIGNE;SIGNES;"PROVENCE-ALPES-CôTE D’AZUR";0%;22;3;18.7;24;_;78.47;2.3;0;"Construction d'une liaison 63 kV entre les postes Le Castellet et Signes (non déclenché)";0;0;2.3;18.7;3;56;2;;;;;;;;;;;;;
SINAR;SINARD;AUVERGNE-RHôNE-ALPES;0%;81;2.9;1.1;5.7;"Trsf de +2 MW le 07/11/25";42.40;1.7;1.1;"Sans Objet";0;0;1.7;1.1;2.9;40;1;;;;;;;;;;;;;
SINCE;SINCENY;HAUTS-DE-FRANCE;0%;77;1;3.8;16.2;NON;77.62;11.4;3.8;Non;0;0;11.4;3.8;1;108;3;;;;;;;;;;;;;
SIONI;SIONIAC;NOUVELLE-AQUITAINE;0%;100;5.7;0;10.4;"11/07/2022 : -2 MW vers LANDES DE GASCOGNE | 25/11/2024 : +2 MW depuis GORGE DE LA CERE";92.73;7.8;0;;0;0;7.8;0;5.7;40;2;;;;;;;;;;;;;
SIRMI;SIRMIERE;"PAYS DE LA LOIRE";0%;100;7;0;20;;46.49;15.6;0;;0;0;15.6;0;7;108;3;;;;;;;;;;;;;
SISTE;SISTERON;"PROVENCE-ALPES-CôTE D’AZUR";0%;18;6.4;47.8;58;_;78.47;3.8;0;"travaux poste de Champagnier";0;0;3.8;34.7;6.4;40;2;;;;;;;;;;;;;
SOISS;SOISSONS;HAUTS-DE-FRANCE;0%;79;1.1;0.4;1.9;1.9;77.62;0.4;0.4;Non;0;0;0.4;0.4;1.1;108;3;;;;;;;;;;;;;
SOLEI;"SOLEIL (LE)";AUVERGNE-RHôNE-ALPES;0%;90;6.2;0.9;9;--;42.40;1.9;0.9;"Sans Objet";0;0;1.9;0.9;6.2;152;4;;;;;;;;;;;;;
SOLES;SOLESMES;HAUTS-DE-FRANCE;0%;100;1.7;0;4.2;4.2;77.62;3.6;0;Non;0;0;3.6;0;1.7;40;2;;;;;;;;;;;;;
SOLLI;SOLLIES;"PROVENCE-ALPES-CôTE D’AZUR";0%;15;4.1;28.8;34;_;78.47;1.1;28.8;;0;0;1.1;28.8;4.1;72;2;;;;;;;;;;;;;
SOLOM;SOLOMIAC;OCCITANIE;0%;87;4.2;2.8;22;;84.13;15;0;"En attente travaux EI réhab GIMONT - ISLE JOURDAIN";0;0;15;2.2;4.2;20;1;;;;;;;;;;;;;
SOMBU;SOMBUSSY;"GRAND EST";0%;100;2.8;0;6.2;3.7;86.11;3.9;0;.;0;0;3.9;0;2.8;40;2;;;;;;;;;;;;;
SOMME;SOMMES-VESLES;"GRAND EST";0%;;0;0;;;86.11;15.2;0;;;;15.2;0;0;;;;;;;;;;;;;;;
SOMMI;SOMMIERES;OCCITANIE;0%;100;6.9;0;9;;84.13;3.6;0;;0;0;3.6;0;6.9;56;2;;;;;;;;;;;;;
SONNE;SONNETTES;ÎLE-DE-FRANCE;0%;100;1.6;0;4.052;OUI;1.88;2.7;0;;0;0;2.7;0;1.6;210;3;;;;;;;;;;;;;
SOQUE;SOQUENCE;NORMANDIE;0%;;0;0;0;NON;17.81;0;0;;0;0;;0;;;;;;;;;;;;;;;;
SORGU;SORGUES;"PROVENCE-ALPES-CôTE D’AZUR";0%;12;3.8;57.2;65;_;78.47;4;57.2;;0;0;4;57.2;3.8;72;2;;;;;;;;;;;;;
SORIG;SORIGNY;"CENTRE-VAL DE LOIRE";0%;100;5.9;0;18;;70.49;12.2;0;;0;0;12.2;0;5.9;72;2;;;;;;;;;;;;;
SORIN;SORINIERES;"PAYS DE LA LOIRE";0%;38;5.8;17.9;29;;46.49;5.3;17.9;;0;0;5.3;17.9;5.8;72;2;;;;;;;;;;;;;
SORNA;SORNAT;BOURGOGNE-FRANCHE-COMTé;0%;98;9.4;0.7;28.8;-9;75;18.7;0.7;0;0;0;18.7;0.7;9.4;40;2;;;;;;;;;;;;;
SORRU;SORRUS;HAUTS-DE-FRANCE;0%;93;3.5;2.6;35.1;NON;77.62;29;2.6;Non;0;0;29;2.6;3.5;72;2;;;;;;;;;;;;;
SOSPE;SOSPEL;"PROVENCE-ALPES-CôTE D’AZUR";0%;3;0.3;11.7;12;_;78.47;0;0;"Renforcement de la liaison entre Menton et Sospel (non déclenché)";0;0;0;11.7;0.3;20;1;;;;;;;;;;;;;
SOUIL;SOUILLAC;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;;0;;;;;;;;;;;;;;;;
SOUL6;SOULAC;NOUVELLE-AQUITAINE;0%;37;0.4;1.9;3;"20/11/2023 : +45,8 MW depuis  | 27/05/2025 : -52 MW vers CISSAC";92.73;0.7;1.9;;0;0;0.7;1.9;0.4;20;1;;;;;;;;;;;;;
SOULL;SOULLANS;"PAYS DE LA LOIRE";0%;;0;0;0;;46.49;0;0;;0;0;;0;;;;;;;;;;;;;;;;
SOULO;SOULOM;OCCITANIE;0%;22;0.8;3.9;5;;84.13;0.3;3;"En attente EI : réhab 150 kV des Pyrénées";0;0;0.3;3.9;0.8;40;2;;;;;;;;;;;;;
SOUR5;SOURCE;"CENTRE-VAL DE LOIRE";0%;100;1.5;0;4;;70.49;3;0;;0;0;3;0;1.5;108;3;;;;;;;;;;;;;
SOURD;"LA SOURDRIE";"PAYS DE LA LOIRE";0%;64;4;5.1;14;"Dernier(s) transfert(s) : 2024-12-13 : -15 MW vers CHEMILLE | 2026-01-05 : -5 MW vers ST-PIERRE-MONTLIMART";46.49;4.9;5.1;;0;0;4.9;5.1;4;72;2;;;;;;;;;;;;;
SOUST;SOUSTONS;NOUVELLE-AQUITAINE;0%;61;13.7;13.5;34.5;"28/06/2024 : -2 MW vers ST-JEAN-LE-VIEUX | 15/10/2024 : -2 MW vers ANGRESSE | 25/11/2024 : -2 MW vers ANGRESSE";92.73;7.3;13.5;;0;0;7.3;13.5;13.7;72;2;;;;;;;;;;;;;
SOUTE;"LA SOUTERRAINE";NOUVELLE-AQUITAINE;0%;100;9.4;0;31.9;"06/08/2024 : +2 MW depuis SUD CREUSE | 21/11/2024 : +1,9 MW depuis HAUT LIMOUSIN";92.73;42.7;0;;0;0;42.7;0;9.4;108;3;;;;;;;;;;;;;
SOYAU;SOYAUX;NOUVELLE-AQUITAINE;0%;100;4.2;0;6.1;"15/02/2023 : -20 MW vers VALDIVIENNE | 08/03/2023 : -9 MW vers MONTGUYON";92.73;4;0;;0;0;4;0;4.2;138;4;;;;;;;;;;;;;
SPORE;SPORENINSEL;"GRAND EST";0%;;0;0;0;0;86.11;0;0;.;0;0;;0;;;;;;;;;;;;;;;;
SQUIV;SQUIVIDAN;BRETAGNE;0%;;0;0;0;;82.22;0;0;;0;0;;0;;;;;;;;;;;;;;;;
SSAG5;ST-AGATHON;BRETAGNE;0%;29;0.3;24.9;35;;82.22;9.8;24.9;"Renforcement liaison PLOUVARA-TREGUEUX 63kV";0;0;9.8;24.9;0.3;56;2;;;;;;;;;;;;;
SSAL5;"ST-PIERRE-D ALBIGNY";AUVERGNE-RHôNE-ALPES;0%;58;5.1;8;18.9;"Trsf de -8 MW le 07/11/25";42.40;5.8;8;"Sans Objet";0;0;5.8;8;5.1;40;2;;;;;;;;;;;;;
SSALA;STE-ALAUZIE;OCCITANIE;0%;100;2.6;0;43;;84.13;45;0;"En attente travaux EI réhabilitation ligne MEYMES - MARTILOQUE";0;0;45;0;2.6;20;1;;;;;;;;;;;;;
SSALB;ST-ALBAN;OCCITANIE;0%;54;5.7;10.6;23;;84.13;6.7;10.6;;0;0;6.7;10.6;5.7;108;3;;;;;;;;;;;;;
SSAM5;ST-AMAND;HAUTS-DE-FRANCE;0%;17;3;19.7;23.6;NON;77.62;0.9;19.7;Oui;0;0;0.9;19.7;3;112;4;;;;;;;;;;;;;
SSAMA;ST-AMAND;"CENTRE-VAL DE LOIRE";0%;95;28;2.8;56;;70.49;25.2;0;;0;0;25.2;2.8;28;108;3;;;;;;;;;;;;;
SSAMO;ST-AMOUR;AUVERGNE-RHôNE-ALPES;0%;3;0.2;14;14.4;"Trsf de +8MW le 29/08/23, Trsf -20 MW le 20/12/23, Trsf de -14 MW le 30/09/24";42.40;0.2;14;"Sans Objet";0;0;0.2;0;0.2;;;;;;;;;;;;;;;
SSAN5;ST-ANTONIN;OCCITANIE;0%;100;3.5;0;14;;84.13;10.9;0;;0;0;10.9;0;3.5;36;1;;;;;;;;;;;;;
SSANG;"ST-JEAN-D ANGELY";NOUVELLE-AQUITAINE;0%;100;12.5;0;14.7;"15/10/2024 : +10 MW depuis ROUMAGNOLLE | 27/03/2025 : -2 MW vers MATHA";92.73;7.1;0;;0;0;7.1;0;12.5;72;2;;;;;;;;;;;;;
SSANJ;SAINT-SYLVAIN-D'ANJOU;"PAYS DE LA LOIRE";0%;100;1.9;0;12;;46.49;11.1;0;;0;0;11.1;0;1.9;72;2;;;;;;;;;;;;;
SSAPC;ST-CHELY-D;OCCITANIE;0%;98;5.2;0.9;36;;84.13;29.9;0.9;;0;0;29.9;0.9;5.2;56;2;;;;;;;;;;;;;
SSAPO;ST-APOLLINAIRE;BOURGOGNE-FRANCHE-COMTé;0%;100;0.7;0;1;-9;75;0.8;0;0;0;0;0.8;0;0.7;72;2;;;;;;;;;;;;;
SSARD;"ST-JEAN D ARDIERES";AUVERGNE-RHôNE-ALPES;0%;97;14.3;0.8;26.7;"Trsf de -24 MW le 19/12/24, Trsf de +3 MW le 30/12/25";42.40;11.6;0.8;"Sans Objet";0;0;11.6;0.8;14.3;108;3;;;;;;;;;;;;;
SSAU5;ST-AUBIN;ÎLE-DE-FRANCE;0%;100;1.5;0;1.533;OUI;1.88;0.4;0;;0;0;0.4;0;1.5;210;3;;;;;;;;;;;;;
SSAUB;ST-AUBAN;"PROVENCE-ALPES-CôTE D’AZUR";0%;65;12.6;18.7;53;_;78.47;21.7;1;"raccordement d'un poste source 225 kV + travaux poste de Champagnier";0;2;19.7;20.7;12.6;148;4;;;;;;;;;;;;;
SSAV6;"ST-AVRE (SNCF)";AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
SSAV7;ST-AVE;BRETAGNE;0%;;0;0;0;;82.22;0;0;;0;0;;0;;;;;;;;;;;;;;;;
SSAVE;ST-AVERTIN;"CENTRE-VAL DE LOIRE";0%;100;1.9;0;4.5;;70.49;3.5;0;;0;0;3.5;0;1.9;108;3;;;;;;;;;;;;;
SSAVO;ST-AVOLD;"GRAND EST";0%;54;1.5;9.4;20.3;17.8;86.11;9.4;2.5;.;0;0;9.4;9.4;1.5;108;3;;;;;;;;;;;;;
SSAVR;ST-AVRE;AUVERGNE-RHôNE-ALPES;0%;69;0.7;0.5;1.6;--;42.40;0.4;0.5;"Création d'un automate d'effacement de la production";0;0;0.4;0.5;0.7;40;2;;;;;;;;;;;;;
SSBA5;ST-BARTHELEMY;"PAYS DE LA LOIRE";0%;13;1.3;22.5;26;;46.49;2.2;22.5;;0;0;2.2;22.5;1.3;142;3;;;;;;;;;;;;;
SSBAI;ST-PIERRE-DE-BAILLEUL;NORMANDIE;0%;;0;0;0;NON;17.81;0;0;;0;0;;0;;;;;;;;;;;;;;;;
SSBE5;ST-BERNARD;AUVERGNE-RHôNE-ALPES;0%;74;4.1;2;7.7;--;42.40;1.6;2;"Sans Objet";0;0;1.6;2;4.1;36;1;;;;;;;;;;;;;
SSBEN;ST-BENOIT;NOUVELLE-AQUITAINE;0%;;0;0;;;92.73;0;0;;;;;0;;;;;;;;;;;;;;;;
SSBER;ST-BERON;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
SSBLA;ST-BLAISE;"GRAND EST";0%;77;0.9;0.3;1.3;-1.2;86.11;0.1;0;.;0;0;0.1;0.3;0.9;40;2;;;;;;;;;;;;;
SSBO5;SAINT-JEAN-DE-BOURNAY;AUVERGNE-RHôNE-ALPES;0%;76;8.2;5.4;22.5;"Trsf de -8 MW le 19/12/24, Trsf de -5 MW le 19/03/26";42.40;8.9;5.4;"Ajout d'un DJ HTB au poste de St Jean de Bournay";0;0;8.9;5.4;8.2;40;2;;;;;;;;;;;;;
SSBON;ST-BONNET-LE-CHATEAU;AUVERGNE-RHôNE-ALPES;0%;86;4.9;1.6;11.2;"Trsf de +3 MW le 07/11/25";42.40;4.7;1.6;"Sans Objet";0;0;4.7;1.6;4.9;40;2;;;;;;;;;;;;;
SSBOU;ST-PHILBERT-DE-BOUAINE;"PAYS DE LA LOIRE";0%;89;6.3;1.9;17;"Dernier(s) transfert(s) : 2026-01-05 : -1 MW vers BOUFFERE";46.49;8.8;1.9;;0;0;8.8;1.9;6.3;56;2;;;;;;;;;;;;;
SSBR5;SAINT-BRICE;"GRAND EST";0%;100;5.4;0;5.5;3;86.11;1.7;0;.;0;0;1.7;0;5.4;228;6;;;;;;;;;;;;;
SSBR6;SAINT-BRICE;BRETAGNE;0%;20;1;16.9;21;;82.22;3.1;16.9;;0;0;3.1;16.9;1;72;2;;;;;;;;;;;;;
SSBRI;ST-BRIEUC;BRETAGNE;0%;60;0.9;1.2;3;"16/12/25 +1 MW depuis GOURIN";82.22;0.9;0.59;;0;0;0.9;1.2;0.9;92;3;;;;;;;;;;;;;
SSCAL;ST-CALAIS;"PAYS DE LA LOIRE";0%;69;2.1;3.7;12;;46.49;6.2;3.7;;0;0;6.2;3.7;2.1;72;2;;;;;;;;;;;;;
SSCAN;ST-ETIENNE-CANTALES;AUVERGNE-RHôNE-ALPES;0%;0;0;15;15;--;42.40;0;1;"Création d'un nouveau transformateur 225/90kV au poste de Gatellier";0;0;;0;;;;;;;;;;;;;;;;
SSCAS;ST-CASSIEN;"PROVENCE-ALPES-CôTE D’AZUR";0%;11;1.6;17.9;20;_;78.47;0.5;17.9;;0;0;0.5;17.9;1.6;36;1;;;;;;;;;;;;;
SSCAT;ST-DENIS-CATUS;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;;0;;;;;;;;;;;;;;;;
SSCE5;SAINT-LAURENT-DE-CERIS;NOUVELLE-AQUITAINE;0%;100;0;0.2;62;"06/08/2024 : -2 MW vers ST-JUNIEN";92.73;61.8;0;;0;0;61.8;0;0;;;;;;;;;;;;;;;
SSCEC;"STE CECILE LES VIGNES";"PROVENCE-ALPES-CôTE D’AZUR";0%;38;6.2;17.5;28;_;78.47;4.3;17.5;;0;0;4.3;17.5;6.2;36;1;;;;;;;;;;;;;
SSCER;ST-CERE;OCCITANIE;0%;74;5.1;10.6;41;;84.13;25.3;10.6;;0;0;25.3;10.6;5.1;40;2;;;;;;;;;;;;;
SSCES;ST-CESAIRE;OCCITANIE;0%;100;9.7;0;13;;84.13;5.8;0;;0;0;5.8;0;9.7;196;5;;;;;;;;;;;;;
SSCH5;ST-MARTIN-LA-CHAMBRE;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
SSCH6;ST-CHARLES;"GRAND EST";0%;45;0.5;0.6;1.1;-1.4;86.11;0;0.6;.;0;0;0;0.6;0.5;108;3;;;;;;;;;;;;;
SSCHA;ST-CHAMAS;"PROVENCE-ALPES-CôTE D’AZUR";0%;;0;0;0;_;78.47;0;0;;0;0;;0;;;;;;;;;;;;;;;;
SSCHR;SAINT-CHRISTOL;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;;0;;;;;;;;;;;;;;;;
SSCL5;ST-CLAUDE;BOURGOGNE-FRANCHE-COMTé;0%;100;1.6;0;1;150;75;0.7;0;0;0;0;0.7;0;1.6;72;2;;;;;;;;;;;;;
SSCLA;ST-CLAIR;AUVERGNE-RHôNE-ALPES;0%;55;5.4;6.9;15.5;--;42.40;3.2;4;"Augmentation de la capacité de transit de la liaison 63kV GIVORS BAN - AMPUIS - REVENTIN";0;0;3.2;6.9;5.4;108;3;;;;;;;;;;;;;
SSCO5;ST-GENIES-DE-COMOLAS;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;;0;;;;;;;;;;;;;;;;
SSCO6;ST-COULITZ;BRETAGNE;0%;9;0.4;29.9;33;;82.22;2.7;0.1;;0;0;2.7;29.9;0.4;56;2;;;;;;;;;;;;;
SSCOG;ST-PIERRE-COGNET;AUVERGNE-RHôNE-ALPES;0%;0;0;15;15;--;42.40;0;15;"Réhabilitation des liaisons 225kV Champagnier Cordeac Les Sables et Champagnier St Pierre de Cognet";0;0;;0;;;;;;;;;;;;;;;;
SSCON;ST-CONTEST;NORMANDIE;0%;100;2.4;0;1.5;OUI;12.30;1.9;0;;0;0;1.9;0;2.4;108;3;;;;;;;;;;;;;
SSCOR;ST-ANDRE-DE-CORCY;AUVERGNE-RHôNE-ALPES;0%;0;0;1;1;--;42.40;0;1;"Sans Objet";0;0;;1;;40;2.0;"Pas de travaux";;;;;;;;;;;;
SSCOU;ST-PIERRE-LA-COUR;"PAYS DE LA LOIRE";0%;;0;0;0;;46.49;0;0;;0;0;;0;;;;;;;;;;;;;;;;
SSCRA;ST-MARTIN-DE-CRAU;"PROVENCE-ALPES-CôTE D’AZUR";0%;;0;0;0;_;78.47;0;0;;0;0;;0;;;;;;;;;;;;;;;;
SSCRI;ST-CRICQ;NOUVELLE-AQUITAINE;0%;;0;0;;;92.73;0;0;;;;;0;;;;;;;;;;;;;;;;
